datetime,Global_active_power
2006-12-16 17:00:00,152.02400000000006
2006-12-16 18:00:00,217.93200000000002
2006-12-16 19:00:00,204.014
2006-12-16 20:00:00,196.11399999999998
2006-12-16 21:00:00,183.388
2006-12-16 22:00:00,132.00800000000004
2006-12-16 23:00:00,123.69600000000001
2006-12-17 00:00:00,112.94800000000005
2006-12-17 01:00:00,200.96400000000003
2006-12-17 02:00:00,95.236
2006-12-17 03:00:00,99.73200000000001
2006-12-17 04:00:00,132.94599999999997
2006-12-17 05:00:00,119.80400000000003
2006-12-17 06:00:00,78.198
2006-12-17 07:00:00,97.20200000000003
2006-12-17 08:00:00,113.43400000000003
2006-12-17 09:00:00,152.94400000000002
2006-12-17 10:00:00,217.734
2006-12-17 11:00:00,148.26000000000002
2006-12-17 12:00:00,114.95199999999998
2006-12-17 13:00:00,99.64600000000002
2006-12-17 14:00:00,125.55799999999999
2006-12-17 15:00:00,179.12400000000005
2006-12-17 16:00:00,199.56200000000004
2006-12-17 17:00:00,204.40600000000006
2006-12-17 18:00:00,221.82599999999994
2006-12-17 19:00:00,174.50400000000002
2006-12-17 20:00:00,201.69
2006-12-17 21:00:00,182.44599999999997
2006-12-17 22:00:00,91.08
2006-12-17 23:00:00,26.26400000000001
2006-12-18 00:00:00,16.582
2006-12-18 01:00:00,18.797999999999995
2006-12-18 02:00:00,17.06799999999999
2006-12-18 03:00:00,18.596000000000007
2006-12-18 04:00:00,61.58
2006-12-18 05:00:00,17.61
2006-12-18 06:00:00,36.6
2006-12-18 07:00:00,147.02599999999998
2006-12-18 08:00:00,124.928
2006-12-18 09:00:00,97.76000000000003
2006-12-18 10:00:00,78.57800000000002
2006-12-18 11:00:00,93.716
2006-12-18 12:00:00,105.364
2006-12-18 13:00:00,100.92399999999998
2006-12-18 14:00:00,103.98199999999997
2006-12-18 15:00:00,107.05800000000002
2006-12-18 16:00:00,116.95800000000001
2006-12-18 17:00:00,129.29399999999995
2006-12-18 18:00:00,144.152
2006-12-18 19:00:00,156.87
2006-12-18 20:00:00,183.03400000000002
2006-12-18 21:00:00,130.184
2006-12-18 22:00:00,104.32800000000005
2006-12-18 23:00:00,92.836
2006-12-19 00:00:00,50.227999999999994
2006-12-19 01:00:00,21.181999999999995
2006-12-19 02:00:00,19.63399999999999
2006-12-19 03:00:00,18.498
2006-12-19 04:00:00,19.67
2006-12-19 05:00:00,18.400000000000006
2006-12-19 06:00:00,47.78000000000001
2006-12-19 07:00:00,107.13800000000002
2006-12-19 08:00:00,232.74200000000005
2006-12-19 09:00:00,97.06599999999999
2006-12-19 10:00:00,26.227999999999987
2006-12-19 11:00:00,139.298
2006-12-19 12:00:00,25.839999999999996
2006-12-19 13:00:00,18.028000000000002
2006-12-19 14:00:00,18.128
2006-12-19 15:00:00,25.282000000000004
2006-12-19 16:00:00,82.32799999999999
2006-12-19 17:00:00,126.68999999999994
2006-12-19 18:00:00,132.282
2006-12-19 19:00:00,110.526
2006-12-19 20:00:00,176.43199999999996
2006-12-19 21:00:00,86.57199999999999
2006-12-19 22:00:00,43.19999999999999
2006-12-19 23:00:00,23.022000000000006
2006-12-20 00:00:00,27.589999999999993
2006-12-20 01:00:00,15.520000000000001
2006-12-20 02:00:00,47.06199999999999
2006-12-20 03:00:00,18.602000000000004
2006-12-20 04:00:00,17.340000000000007
2006-12-20 05:00:00,15.76200000000001
2006-12-20 06:00:00,17.016
2006-12-20 07:00:00,91.59799999999997
2006-12-20 08:00:00,175.05600000000004
2006-12-20 09:00:00,83.13199999999999
2006-12-20 10:00:00,90.61799999999998
2006-12-20 11:00:00,173.54399999999993
2006-12-20 12:00:00,85.262
